food_kr,food_en,image_url
바질 토마토&치킨 샌드위치,Basil Tomato & Chicken Sandwich,"https://source.unsplash.com/400x400/?Basil%20Tomato%20%26%20Chicken%20Sandwich,food"
콜드브루 연유 라떼,Cold brew condensed milk latte,"https://source.unsplash.com/400x400/?Cold%20brew%20condensed%20milk%20latte,food"
쫄우동,Cheol-u-dong,"https://source.unsplash.com/400x400/?Cheol-u-dong,food"
차이 라떼 핫,Chai latte hot,"https://source.unsplash.com/400x400/?Chai%20latte%20hot,food"
BBQ 닭껍데기,BBQ Chicken Shell,"https://source.unsplash.com/400x400/?BBQ%20Chicken%20Shell,food"
고메버터 스콘,Gourmet Butter Scones,"https://source.unsplash.com/400x400/?Gourmet%20Butter%20Scones,food"
순수 우유 보틀 딸기,Pure Milk Bottle Strawberry,"https://source.unsplash.com/400x400/?Pure%20Milk%20Bottle%20Strawberry,food"
바닐라 마카롱,Vanilla Macarons,"https://source.unsplash.com/400x400/?Vanilla%20Macarons,food"
부대찌개,Budae jjigae,"https://source.unsplash.com/400x400/?Budae%20jjigae,food"
유자 프로스트,Yuzu Frost,"https://source.unsplash.com/400x400/?Yuzu%20Frost,food"
순수 딸기 우유,Pure Strawberry Milk,"https://source.unsplash.com/400x400/?Pure%20Strawberry%20Milk,food"
다리,LEGS,"https://source.unsplash.com/400x400/?LEGS,food"
옥수수구이,Grilled corn,"https://source.unsplash.com/400x400/?Grilled%20corn,food"
프렌치 크로플,French Cropple,"https://source.unsplash.com/400x400/?French%20Cropple,food"
SG크림치즈 버거,SG Cream Cheese Burger,"https://source.unsplash.com/400x400/?SG%20Cream%20Cheese%20Burger,food"
슈크림 고로케,Choucream croquette,"https://source.unsplash.com/400x400/?Choucream%20croquette,food"
믹스드베리초콜릿생크림 케이크,Mixed berry chocolate whipped cream cake,"https://source.unsplash.com/400x400/?Mixed%20berry%20chocolate%20whipped%20cream%20cake,food"
돌나물무침,Stonework,"https://source.unsplash.com/400x400/?Stonework,food"
아이스슈,Ice Shoe,"https://source.unsplash.com/400x400/?Ice%20Shoe,food"
녹차 프라페,Green tea frappe,"https://source.unsplash.com/400x400/?Green%20tea%20frappe,food"
카라멜 아이스드 도넛,Caramel Iced Donuts,"https://source.unsplash.com/400x400/?Caramel%20Iced%20Donuts,food"
재첩국,Reinvigorated,"https://source.unsplash.com/400x400/?Reinvigorated,food"
치즈블라썸 스테이크 피자 골드,Cheese blossom steak pizza gold,"https://source.unsplash.com/400x400/?Cheese%20blossom%20steak%20pizza%20gold,food"
오징어깨임,Squid crust,"https://source.unsplash.com/400x400/?Squid%20crust,food"
낙지찜,Octopus Stew,"https://source.unsplash.com/400x400/?Octopus%20Stew,food"
립스테이크&케이준쉬림프 피자 치즈크러스트,Ripsteak & Cajunshrimp Pizza Cheese Crust,"https://source.unsplash.com/400x400/?Ripsteak%20%26%20Cajunshrimp%20Pizza%20Cheese%20Crust,food"
리얼고구마 피자,Real sweet potato pizza,"https://source.unsplash.com/400x400/?Real%20sweet%20potato%20pizza,food"
수박머스캣 소다,Watermelon Muscat Soda,"https://source.unsplash.com/400x400/?Watermelon%20Muscat%20Soda,food"
롤링넛츠,Rolling Nuts,"https://source.unsplash.com/400x400/?Rolling%20Nuts,food"
마늘 치킨,Garlic Chicken,"https://source.unsplash.com/400x400/?Garlic%20Chicken,food"
레드빈 눈꽃 빙수,Red Bean Snowflake Shaved Ice,"https://source.unsplash.com/400x400/?Red%20Bean%20Snowflake%20Shaved%20Ice,food"
쿠키 앤 크림 케이크,Cookie and Cream Cake,"https://source.unsplash.com/400x400/?Cookie%20and%20Cream%20Cake,food"
해신탕,Haesintang,"https://source.unsplash.com/400x400/?Haesintang,food"
소프트포테이토무스 피자 씬도우,Soft Potato Mousse Pizza Scindow,"https://source.unsplash.com/400x400/?Soft%20Potato%20Mousse%20Pizza%20Scindow,food"
이디야 티라미수 케이크,Ediya Tiramisu Cake,"https://source.unsplash.com/400x400/?Ediya%20Tiramisu%20Cake,food"
아인슈페너 아이스,Einspener ice,"https://source.unsplash.com/400x400/?Einspener%20ice,food"
피망볶음,Stir-fried bell pepper,"https://source.unsplash.com/400x400/?Stir-fried%20bell%20pepper,food"
무,or,"https://source.unsplash.com/400x400/?or,food"
BBQ불고기 피자 마니아 파마산엣지,BBQ Bulgogi Pizza Mania Parmesan Edge,"https://source.unsplash.com/400x400/?BBQ%20Bulgogi%20Pizza%20Mania%20Parmesan%20Edge,food"
부채살 찹스테이크,Fan Chop Steak,"https://source.unsplash.com/400x400/?Fan%20Chop%20Steak,food"
콤비네이션+페페로니 피자 오리지널 파마산엣지,Combination + Pepperoni Pizza Original Parmesan Edge,"https://source.unsplash.com/400x400/?Combination%20%2B%20Pepperoni%20Pizza%20Original%20Parmesan%20Edge,food"
고구마 피자,Sweet potato pizza,"https://source.unsplash.com/400x400/?Sweet%20potato%20pizza,food"
페스티벌 피자 석쇠,Festival Pizza Grill,"https://source.unsplash.com/400x400/?Festival%20Pizza%20Grill,food"
페퍼로니 피자 치즈버스트 오리지널,Pepperoni Pizza Cheeseburst Original,"https://source.unsplash.com/400x400/?Pepperoni%20Pizza%20Cheeseburst%20Original,food"
얼그레이 버블티,Earl Grey Bubble Tea,"https://source.unsplash.com/400x400/?Earl%20Grey%20Bubble%20Tea,food"
티라미수 크로플 생크림,Tiramisu Cropple Fresh Cream,"https://source.unsplash.com/400x400/?Tiramisu%20Cropple%20Fresh%20Cream,food"
회덮밥,Sashimi rice,"https://source.unsplash.com/400x400/?Sashimi%20rice,food"
블랙 밀크티+펄 핫,Black Milk Tea + Pearl Hot,"https://source.unsplash.com/400x400/?Black%20Milk%20Tea%20%2B%20Pearl%20Hot,food"
라임티 핫,Lime Tea Hot,"https://source.unsplash.com/400x400/?Lime%20Tea%20Hot,food"
리코타 딸기 샌디,Ricotta Strawberry Sandy,"https://source.unsplash.com/400x400/?Ricotta%20Strawberry%20Sandy,food"
닭도리탕,Chicken doritang,"https://source.unsplash.com/400x400/?Chicken%20doritang,food"
장어 덮밥,Rice covered with eel,"https://source.unsplash.com/400x400/?Rice%20covered%20with%20eel,food"
티키타코 순살 치킨,Tiki taco pureed chicken,"https://source.unsplash.com/400x400/?Tiki%20taco%20pureed%20chicken,food"
오가닉 프로틴 그릭 요거트 & 그래놀라,Organic Protein Greek Yogurt & Granola,"https://source.unsplash.com/400x400/?Organic%20Protein%20Greek%20Yogurt%20%26%20Granola,food"
치즈 피자 석쇠,Cheese Pizza Grill,"https://source.unsplash.com/400x400/?Cheese%20Pizza%20Grill,food"
바게트볼,Baguette Ball,"https://source.unsplash.com/400x400/?Baguette%20Ball,food"
상큼한 블루베리쉬폰,Refreshing blueberry chiffon,"https://source.unsplash.com/400x400/?Refreshing%20blueberry%20chiffon,food"
청담스타 오 허니 케이크,Cheongdam Star O Honey Cake,"https://source.unsplash.com/400x400/?Cheongdam%20Star%20O%20Honey%20Cake,food"
쇼콜라 롤케이크,Chocolat Roll Cake,"https://source.unsplash.com/400x400/?Chocolat%20Roll%20Cake,food"
홍어회무침,Red fish ash needle,"https://source.unsplash.com/400x400/?Red%20fish%20ash%20needle,food"
핑크 리치 프룻티,Pink Rich Fruit,"https://source.unsplash.com/400x400/?Pink%20Rich%20Fruit,food"
얼그레이티 핫,Earl Greatie Hot,"https://source.unsplash.com/400x400/?Earl%20Greatie%20Hot,food"
BELT 클럽 샌드위치,Belt Club Sandwich,"https://source.unsplash.com/400x400/?Belt%20Club%20Sandwich,food"
잉글리쉬 브랙퍼스트 핫,English Breakfast Hot,"https://source.unsplash.com/400x400/?English%20Breakfast%20Hot,food"
홍페퍼치노 피자,Red Peppercino Pizza,"https://source.unsplash.com/400x400/?Red%20Peppercino%20Pizza,food"
완전망고 주스,Perfect Mango Juice,"https://source.unsplash.com/400x400/?Perfect%20Mango%20Juice,food"
핫멕시칸 피자 밀스크린,Hot Mexican Pizza Mill Screen,"https://source.unsplash.com/400x400/?Hot%20Mexican%20Pizza%20Mill%20Screen,food"
돼지고기강정,Pork stew,"https://source.unsplash.com/400x400/?Pork%20stew,food"
블레싱 초코베리 미니 케이크,Blessing chocolate berry mini cake,"https://source.unsplash.com/400x400/?Blessing%20chocolate%20berry%20mini%20cake,food"
도이치 피자 밀도우,Deutsche Pizza Mildow,"https://source.unsplash.com/400x400/?Deutsche%20Pizza%20Mildow,food"
일식,Japanese,"https://source.unsplash.com/400x400/?Japanese,food"
리얼불고기피자,Real Bulgogi Pizza,"https://source.unsplash.com/400x400/?Real%20Bulgogi%20Pizza,food"
스윗고구마 피자 오리진,Sweet Sweet Potato Pizza Origin,"https://source.unsplash.com/400x400/?Sweet%20Sweet%20Potato%20Pizza%20Origin,food"
프리미엄 이자카야어묵탕,Premium Izakaya Muktang,"https://source.unsplash.com/400x400/?Premium%20Izakaya%20Muktang,food"
홍합 소고기죽,Mussel beef porridge,"https://source.unsplash.com/400x400/?Mussel%20beef%20porridge,food"
대만 콘 치즈 감자 피자 나폴리,Taiwanese Corn Cheese Potato Pizza Naples,"https://source.unsplash.com/400x400/?Taiwanese%20Corn%20Cheese%20Potato%20Pizza%20Naples,food"
메론코코샤베트,Meronco Chavette,"https://source.unsplash.com/400x400/?Meronco%20Chavette,food"
모카 플랫치노,Mocha flatcino,"https://source.unsplash.com/400x400/?Mocha%20flatcino,food"
루이보스 핫,Rooibos Hot,"https://source.unsplash.com/400x400/?Rooibos%20Hot,food"
불고기 버거,Grilled beef burger,"https://source.unsplash.com/400x400/?Grilled%20beef%20burger,food"
치즈 러버 피자 오리지널 파마산 치즈,Cheese Lover Pizza Original Parmesan Cheese,"https://source.unsplash.com/400x400/?Cheese%20Lover%20Pizza%20Original%20Parmesan%20Cheese,food"
트리플 치즈 샐러드,Triple Cheese Salad,"https://source.unsplash.com/400x400/?Triple%20Cheese%20Salad,food"
올리브 베이컨 치아바타 샌드위치,Olive Bacon Ciabatta Sandwich,"https://source.unsplash.com/400x400/?Olive%20Bacon%20Ciabatta%20Sandwich,food"
오렌지자몽블랙티 아이스,Orange Grapefruit Black Tea Ice,"https://source.unsplash.com/400x400/?Orange%20Grapefruit%20Black%20Tea%20Ice,food"
어육소시지전,Fish meat sausage,"https://source.unsplash.com/400x400/?Fish%20meat%20sausage,food"
달걀튀김,Fried Eggs,"https://source.unsplash.com/400x400/?Fried%20Eggs,food"
디럭스 피자 흑미스크린치즈크러스트,Deluxe Pizza Black and White Screen Cheese Crust,"https://source.unsplash.com/400x400/?Deluxe%20Pizza%20Black%20and%20White%20Screen%20Cheese%20Crust,food"
스트로베리리치생크림 케이크,Strawberry Rich Sainte-Cream Cake,"https://source.unsplash.com/400x400/?Strawberry%20Rich%20Sainte-Cream%20Cake,food"
돼지바 뚱카롱,Pig bar fat caron,"https://source.unsplash.com/400x400/?Pig%20bar%20fat%20caron,food"
포테이토 피자 치즈캡,Potato Pizza Cheese Cap,"https://source.unsplash.com/400x400/?Potato%20Pizza%20Cheese%20Cap,food"
첫사랑 피자,First Love Pizza,"https://source.unsplash.com/400x400/?First%20Love%20Pizza,food"
치킨킹버거,Chicken Kingburger,"https://source.unsplash.com/400x400/?Chicken%20Kingburger,food"
순우유 허니 케이크,Pure Milk Honey Cake,"https://source.unsplash.com/400x400/?Pure%20Milk%20Honey%20Cake,food"
얼그레이 클래식,Earl Grey Classic,"https://source.unsplash.com/400x400/?Earl%20Grey%20Classic,food"
메가초코 라떼 핫,Mega chocolate latte hot,"https://source.unsplash.com/400x400/?Mega%20chocolate%20latte%20hot,food"
오이 미역냉국,Cucumber Seaweed Freeze,"https://source.unsplash.com/400x400/?Cucumber%20Seaweed%20Freeze,food"
사과품은 크로플,Apples are cropples,"https://source.unsplash.com/400x400/?Apples%20are%20cropples,food"
블루베리 솔베 젤라또,Blueberry Solve Gelato,"https://source.unsplash.com/400x400/?Blueberry%20Solve%20Gelato,food"
가자미 매운탕,Gazamy Maeuntang,"https://source.unsplash.com/400x400/?Gazamy%20Maeuntang,food"
망고 딸기 주스,Mango strawberry juice,"https://source.unsplash.com/400x400/?Mango%20strawberry%20juice,food"
고구마무스 케이크,Sweet Potato Mousse Cake,"https://source.unsplash.com/400x400/?Sweet%20Potato%20Mousse%20Cake,food"
시트러스자몽 아이스,Citrus Grapefruit Ice,"https://source.unsplash.com/400x400/?Citrus%20Grapefruit%20Ice,food"
플레인 요거트 쉐이크,Plain yogurt shake,"https://source.unsplash.com/400x400/?Plain%20yogurt%20shake,food"
딸기생크림 케이크 1호,Strawberry cream cake No. 1,"https://source.unsplash.com/400x400/?Strawberry%20cream%20cake%20No.%201,food"
망플단 망고/파인애플/단호박,Mangfeldan mango/pineapple/zucchini,"https://source.unsplash.com/400x400/?Mangfeldan%20mango/pineapple/zucchini,food"
에스프레소 마끼아또,Espresso macchiato,"https://source.unsplash.com/400x400/?Espresso%20macchiato,food"
참깨죽,Sesame porridge,"https://source.unsplash.com/400x400/?Sesame%20porridge,food"
스트로베리서프라이즈 케이크,Strawberry Surprise Cake,"https://source.unsplash.com/400x400/?Strawberry%20Surprise%20Cake,food"
아욱,Malva verticillata,"https://source.unsplash.com/400x400/?Malva%20verticillata,food"
베이컨치즈 버거,Bacon Cheese Burger,"https://source.unsplash.com/400x400/?Bacon%20Cheese%20Burger,food"
양장피,Yangjiang skin,"https://source.unsplash.com/400x400/?Yangjiang%20skin,food"
돼지껍데기,Pig Shell,"https://source.unsplash.com/400x400/?Pig%20Shell,food"
수플레 치즈케이크,Soufflé Cheesecake,"https://source.unsplash.com/400x400/?Souffl%C3%A9%20Cheesecake,food"
리얼수박 주스,Real Watermelon Juice,"https://source.unsplash.com/400x400/?Real%20Watermelon%20Juice,food"
쑥단팥스모어 쿠키,Dandan Redsmore Cookies,"https://source.unsplash.com/400x400/?Dandan%20Redsmore%20Cookies,food"
